record_nickname,age,gender,education,education_region,month_salary,region,race,maritial_status,applicants_number,has_appeal,is_family_apply,has_children,education_type,industry_sector,occupation,visa_type,sg_working_months,tax_times,application_times,application_start_date,application_end_date,additional_detail,result,c_time,m_time,uuid,source
xhs的momo,,,,,,,,,1,FALSE,TRUE,FALSE,,,,,,,2,2024-03-25,2024-08-03,"🇸🇬不敢相信 终于上岸了🥹 谢谢新加坡政府，终于轮到我了[哭惹R]
25/3/24 apply pr
27/7/24 刷到四条线
1/8/24 刷到cpf
3/8/24 Approved
历时四个月
老公sc担保
在这之前 2022年担保申请过一次
历时18个月reject
这已经是第二次申请了
可以四个月批准真的很开心[皱眉R]
之前的伤心难过都不算什么了
再次感谢新加坡政府[合十R]
八月🇸🇬国庆日最好的礼物🎁
#新加坡pr批准[话题]#",1,1722837254000,1722854509000,aceb0c39-bfc0-425a-bc53-978f1e8d3d82,2
xhs的momo,,,,,,,,,1,FALSE,FALSE,FALSE,,,,,,,,2024-02-02,2024-08-05,"🇸🇬PR申请 等了6️⃣个月 传闻的四条线 🌟 02/02/2024 申请
05/08/2024 刷到四条线 且不能重新申请
	
#新加坡[话题]##PR[话题]##申请[话题]##永久居民[话题]##四条线[话题]#",1,1722872310000,1722872780000,14997dd7-f8bd-4178-ab28-7e9144d2a10c,2
xhs的momo,,,,,,,,,1,FALSE,FALSE,FALSE,,,,,,,,2023-09-01,2024-07-01,"新加坡PR申请被拒，要appeal还是重新申请？ #不懂就问有问必答[话题]#
时间线：
2023.09 申请
2024.06 要求补充父母简历
2024.07 ❌
	
如图，这种情况下是等结婚后&另一半结果出来后重新申请？还是现在直接appeal？
#新加坡pr[话题]# #新加坡pr申请[话题]# #新加坡工作[话题]# #新加坡签证[话题]# #新加坡ica[话题]# #新加坡pr四条线[话题]# #新加坡ep转pr[话题]# #新加坡pr找工[话题]#",2,1720848485000,1720848486000,3e13361e-e202-4541-a632-4ff801fff2e2,2
焦慮的momo,30,0,3,2,0,2,0,0,1,FALSE,FALSE,FALSE,1,10,MLE,0,8,0,1,2024-08-04,,當買個彩票了,0,1722832563055,1722919642151,7def9fb1-b99f-47fd-ab83-2db0afbf2fcf,
xhs的momo,,,,,,,,,1,FALSE,FALSE,FALSE,,,,,,,,2023-12-07,2024-08-02,"PR申请好像被Reject了🥲 下午还是2条线
刚看4条线+可以重新申请
会不会有奇迹😖 真的好sad
	
30号晚上刚提交起薪notice给ICA，估计他们还没看到就被…..
起薪5%罢了不知道要appeal还是重新申请？
大家可以给点意见吗
如果appeal 有范本可以借我参考吗🥲
	
07 Dec 2023 提交申请
30 Jul 2024 自己提交加薪notice
02 Aug 2024 4条线 + 可以重新申请",2,1722594857000,1722604427000,b9e5db04-45f8-440e-906d-c79b9d4ad367,2
xhs的momo,,,,,,,,,1,FALSE,FALSE,FALSE,,,,,,,,2020-09-30,2021-07-17,"新加坡公民 SC🇸🇬 Apply PR: 30/9/20
PR Approve: 17/7/21
Wait 2 years to apply for SC
Apply SC: 21/6/23
SC Approve: 1/8/24
老公的公民终于拿到了! #新加坡公民[话题]# #新加坡公民申请[话题]# #新加坡公民批准[话题]# #Singaporecitizen[话题]# #新加坡[话题]#",1,1722502543000,1722654303000,017af7dd-1236-47ea-800d-1af9e37a314a,2
xhs的momo,25,,,,,,,,1,FALSE,FALSE,FALSE,,10,,,,,,2023-09-17,2024-08-02,"🇸🇬PR永居終於通過啦 🐶到如今 換我通過了👌🥳
	
2023/09/17提交申請
2024/04/22提交加薪後的payslip
2024/06/17提交家庭補充資料
2024/07/25刷出四條線不能重複申請
2024/07/31刷出CPF
2024/08/02刷出Approved結果
	
來坡近兩年 25歲 IT行業",1,1722572609000,1722573796000,5ced28ae-e7c7-4d43-aab8-2b090f3150fc,2
xhs的momo,,,3,3,,3,,,1,FALSE,TRUE,FALSE,,,,,,,3,2023-08-30,2024-08-03,"🇸🇬新加坡PR | 來新6年第三次申請 ⏰Timeline
2023/08/30 第三次提交PR申請
2023/11/27 提交結婚證書
2024/07/26 刷到4條線 ➕ 不能重新申請
2024/08/03 刷到CPF ➕ 預約ICA 時間（8月尾）
	
簡單背景：
2018年從🇭🇰來🇸🇬讀碩士，2019年畢業繼續在新加坡工作半年後第一次申請PR，4個月reject。COVID時第二次申請，又是4個月reject。2023年換了一份工作提升工資，再次嘗試申請，等了差不多一年，終於到了這步[哭惹R]
#新加坡pr[话题]# #刷CPF[话题]# #新加坡pr4条线[话题]#",1,1722654594000,1722654595000,27417710-3f47-40e0-8295-d2cca84322d8,2
xhs的momo,,,,,,,,,1,TRUE,FALSE,FALSE,,,,,,,,2021-08-01,2023-09-01,"🇸🇬PR申请_学位公证直接用学信网的就行！ 新加坡PR申请终于通过了才敢上来说点大实话：关于申请材料里的“中文学位证书的翻译和公证件”，其实用学信网的翻译30块人民币搞定就行了！
我十几年前被新加坡某翻译公司坑了，当时它打了个广告说“申PR用的学位翻译+公证”，结果只有翻译没有公证…我当年年少无知不懂公证件有啥特点，就信了那家公司的鬼话，拿着个翻译件就去申PR了….两个月前ICA联系我叫我补交本科学位证原件和翻译，我非常疑惑，检查了当初提交的“公证件”，简直晴天霹雳，原来只是个翻译件而已…破防了！当时有盆友跟我说他都是用学信网的认证和英文翻译件，根本没去找新加坡的公证机构。学信网的我也有啊，而且申EP时候MOM指定要学信网认证的…于是我就试了一下，提交了证书原件扫描件+学信网翻译件，并在邮件里解释了学信网的“权威性”，邮件最后还问了是不是一定要新加坡的公证件…我提交完学位证的一套文件之后才想起来国内是学位证+毕业证两个证件一起用的，于是又补交了毕业证的那套学信认证（不知道ICA是否也要看毕业证，但还是一并呈上了）。
结局就是，ICA并没有让我去做新加坡公证件，等了一个多月给批了！还有一件事我觉得很蹊跷：给我批PR的日子就是我那公务员老爹退休的日子…我之前被拒过N次，每次都pending我十几个月甚至两年多，上次pending两年后要求我补交父母简历，我补交后一周就拒了（总觉得这简历上有雷）。这次也是pending两年把我给我拒了，我一气之下Appeal了，过了两周，ICA就叫我补交父母简历（我提交了和上次一样的材料，在老爹的格子上补了几个字will retire soon），又隔了一周，ICA又叫我补交本科学位证，还挺感动…好在这次没有在补交完简历秒拒我….
以上是我个人经历和看法，仅供参考。
#新加坡PR[话题]# #新加坡PR申请[话题]# #学位公证[话题]# #学信网[话题]# #学位证翻译[话题]#",1,1722449820000,1722474545000,c37d1d51-0e12-4b05-a06f-bada6c7f38f1,2
xhs的momo,,,2,1,,1,,,1,FALSE,FALSE,FALSE,,,,,,,,2024-03-12,2024-08-01,"［已过］新加坡新系统pr申请这是过了吗？ 更新：30/07已经刷到cpf
	
01/08收到approval letter啦
—————————————————
	
12/3/2024上交的申请，没想到四个月出头就刷到了四条线加不可申请。不太确定新系统心里十分忐忑来问问大家，这是稳过了吗[皱眉R][皱眉R][皱眉R]
	
背景是中国人sm1项目来新，目前nus本科在读
	
#新加坡pr四条线[话题]# #新加坡pr[话题]# #新加坡签证[话题]#",1,1721697171000,1722520371000,550846f8-0057-490b-864a-685006888244,2
xhs的momo,32,,2,0,0,5,,1,1,TRUE,TRUE,TRUE,,13,Mechanical Engineer,0,120,,8,2023-09-08,2024-07-08,"🇸🇬PR申请了9年终于等到了！ 🇸🇬PR申请了9年终于等到了！
	
8/9/2023 申请
3/7/2024 刷到四条线，不能再申请（我太太sponsor的界面四条线）
7/7/2024 自己刷到CPF
8/7/2024 显示Approved
9/7/2024 Declare CPF
10/7/2024 去ICA网站预约formality appointment ，最早是5/8/2024
12/7/2024 体检
14/7/2024 偶然刷到7月18号的formality slot
18/7/2024 ICA appointment 提交文件
26/7/2024 领取 Blue IC
本人来自马来西亚，新加坡国立大学NUS机械工程 Mechanical Engineering Degree 2nd Upper，2014年毕业且工作。
2015第一次申请。陆陆续续申请和appeal了大概8次，虽然工资尚可，背景干净，家庭和睦，但都是被拒😭。
2017年结婚，太太是新加坡公民，从事金融行业，收入尚可。她作为sponsor，几乎每一年都申请（有新的进展才申请，如升职换工，从工程师到经理，女儿出生，过后儿子出生等），但都一直被拒。MP也见了好多位，说多了都是泪😥
直到这次才终于通过！！
我的个人情况相对来说应该很容易被批，但是之前被拒的原因就不得而知了。我听说有马来西亚华人律师，都被拒了好几次。毕竟政府不会告诉我们被拒的理由。没关系，终于熬到了PR😊 感恩！
	
不过以我那么多次申请的经验，反向思考，大概能猜这么多次被拒可能的理由。想知道的可以si我🤭🤭
	
#新加坡PR[话题]# #pr申请[话题]# #新加坡pr[话题]# #新加坡pr申请[话题]# #四条线[话题]#",1,1722528477000,1722528906000,202be8fc-e083-4e68-b57f-7575448a6ae1,2
xhs的momo,,,,,,,,,1,TRUE,FALSE,FALSE,,,,,,,,2023-10-01,2024-08-03,"🇸🇬PR申请终于Approved了 🍀 苦等了10个月，8月3号终于收到了好消息，PR申请终于通过了 🥳🥳🥳
	
01/10/2023 提交申请PR
11/06/2024 刷到4条线➕ICA email
17/06/2024 发appeal email给ICA
03/08/2024 收到ICA email➕刷到Approved
	
希望一切顺顺利利，也㊗️大家早日上岸 🍀
	
#新加坡PR[话题]#",1,1722666710000,1722666710000,f21ed6a8-804d-4316-bfc6-63366f52e525,2
xhs的momo,,,,,,0,,1,3,FALSE,FALSE,TRUE,,21,理发师,1,84,,,2023-07-29,2024-06-16,"Pr秒批🫶 PR Formalities 流程（2024年通过）
1️⃣ 申请时间线：
29.07.23 -上网申请
09.06.24 -上传加薪通知
16.06.24 -收到Email通知/刷到PR approved
02.08.24 - PR Formalities
14.08.24 - IC Collection
2️⃣ PR Formalities Appointment
收到Email通知后，下载了 Outcome Letter，先做e-appointment。
3️⃣ MediShield Declaration
进CPF 做medishield declaration。（图二）
4️⃣ 准备
打印 IPA Letter，填写Form 6，Identity Card Form，Medical Form，EP152 Form让HR填好
5️⃣ 拍照
建议去Kim Loo Photo Studio拍照哦。（图4）
担心外面拍的五官不清晰，你又要重新去拍了
地址：Blk 14 Beach Rd，Level 1 #01[话题]#-4665， S190014
6️⃣ Formalities
隔一天上网预约IC Collection，大概7个工作日后就能拿了。一天后会收到 EP/SP cancel的email
🌿记得带上申请PR时的证件原件
-出生证明
-护照
-新加坡工作 EP/SP
-最高学历证书
-结婚证
💰付钱
成人 $120
小孩（15岁以下） $70
*15岁以下的小孩没有Ic卡哦
🚆Lavendar Mrt Exit A 到ICA 5楼
🌿背景资料
我和我老公在新加坡有13年，带一个8岁的孩子一起申请
我们的职业都是理发师，之前不申请是因为都没有老板肯帮忙申请spass。
我在目前的公司有第7年，刚好人头够了，老板帮我申请Spass，也谢谢公司。Spass一拿到我是马上交资料申请Pr的，也要感谢👦🏻@Tey W M (TWM) （图五）他帮忙我们一家交资料，都会帮忙检查好好，帮我写的个人推荐信也大大加分
上面我没有写到传说中的两天线或者四条线的原因是我真的没有，我每隔一天都会上系统检查，那我觉得我是秒批的吧🤣也要谢谢批我的检察官🫶11个月批了，感动的到哭了。
一路走来不易[哭惹R]，愿所有的人都能尽快拿到。[拳头R]",1,1722656183000,1722698921000,6225f122-59d8-42bc-85ac-7e5093e2b2eb,2
xhs的momo,25,1,3,0,,1,0,,1,FALSE,FALSE,FALSE,,10,IT行业,,,,,2023-07-21,2024-07-11,"（已被拒）🇸🇬pr是不是要凉了 四条线可重申 上周ica发邮件补交材料
上周五系统补交 同时发邮件问补交材料是否可行
这周一刷到四条线 而且可以点进去proceed……甚至可以填细节 也没有cpf 周一下午还收了个邮件ica说补交材料收到了
	
好难过 pr申请已经等了一年
已经正式收到拒信 时间线如下
2023/7/21 提交申请
2024/7/1 补交材料
2024/7/2 四条线可重复申请
2024/7/11 正式拒信
	
背景：中国女生 NUS硕士 IT行业 25岁 刚工作时薪酬是九十分位数 现在不确定了#新加坡[话题]# #新加坡pr[话题]# #新加坡生活[话题]#",2,1720435185000,1720659603000,fea1be62-af63-4f57-862a-f25aa39f8c72,2
xhs的momo,10,,4,0,0,1,0,0,1,TRUE,FALSE,FALSE,,,Computer Science,0,120,,,2023-10-25,2024-07-14,"🇸🇬PR被拒，要不要写appeal letter呢？ 2023-10-25申请。
2024-07-10刷到4条线，可以重新申请。
2024-07-14收到拒信。
🇨🇳人，来新加坡10年了。NTU硕士+博士+毕业留校工作。计算机专业，EP持有。
现在纠结要不要写appeal letter. 看到刷帖子说，如果拒信里写了""you may reapply if any change occurs. ""才可以appeal. 然而我的拒信上啥都没说。而且我也不知道该appeal啥了……学历没有提升空间了，工作最近也没变化，要说在新加坡待的时长，我这都十年了还是被拒了，真不知道还能说啥。
现在又有新系统了，不知道我应该appeal一下试试，还是干脆重新申请算了？据说appeal能拖1年多不给结果？
如果我重新申请的话，需要隔半年吗？
#新加坡[话题]##新加坡pr申请[话题]#",2,1721021574000,1721021574000,16516557-eafa-49cb-bd13-52ba78c51925,2
xhs的momo,,,,,20,,,,1,TRUE,FALSE,FALSE,,,,0,49,,,2023-06-30,2024-07-01,"🇸🇬pr重申还是上诉？ 今天突然发现我的pr申请变4条线可以重新申请，但是我这个月7月1号在同一间公司刚升职加薪，title变manager工资涨了约20%，本来想等着月底第一次payslip出来再去和ica更新，结果现在就发现被拒了。。。想问一下大家我这种情况是去appeal比较好还是重新申请比较好？
ps补充一下，我23年6月底申请到现在等了13个月，我申请时在新加坡呆了4年，申请时sp但是23年8月换了ep给ica更新过，过去13个月ica没有跟我要过任何东西
	
#新加坡[话题]# #pr[话题]# #新加坡pr[话题]#",2,1721534328000,1721534717000,3ee341e1-bae7-4a0d-89e8-a5f8571cfa83,2
xhs的momo,,,,,,,,,1,FALSE,FALSE,FALSE,,,,0,,,,2024-02-03,2024-07-22,"PR凉了，是appeal还是等段时间再提交 2022.11 来坡
2024.2.3 提交pr申请
2024.6 每天刷刷刷
2024.7.22 4条线，可以重新申请，被拒了
	
本人ep+2dp",2,1721644648000,1721644649000,fa0a2e06-c41b-4524-8da6-42da4b23cd4e,2
xhs的momo,,,,,,,,,3,FALSE,FALSE,FALSE,,,,0,,,,2023-06,2024-07,"PR 又悲剧了😂 第二次申请被拒
	
21年3月来新加坡
23年6月第二次申请
24年6月被通知补交材料 父母工作信息，本科学历
24年7月收到被拒通知😭
条件：
1EP+1SP+1DP",2,1721870872000,1721870872000,1f37c1cd-a000-47e1-9ac0-dff85968d1b9,2
xhs的momo,,,,,,,,,1,FALSE,FALSE,FALSE,,,,,,,,2023-01-16,2023-07-21,"SG绿卡，6个月，这是被批了？ timeline:
1.16申请
7.8要求补交材料
7.9补交
7.18晚上查到4条线+不可再重复申请
更新:
7.21下午刷到cpf
	
#新加坡pr[话题]# #新加坡pr申请[话题]# #singapore[话题]# #singaporePR[话题]# #新加坡pr四条线[话题]# #新加坡工作[话题]# #新加坡国立大学[话题]# #博士生日常[话题]#",1,1721352632000,1721558577000,f151720e-bf7a-473a-b55e-ea209a737e11,2
xhs的momo,,,,,,,,,1,FALSE,FALSE,FALSE,,,,,,,,2023-06-17,2024-07-25,"🇸🇬pr 好运🍀 传说中的四条线 17/6/23 申请
21/7/24 刷出四条线
每天都在刷cpf-每天显示不在database
23/7/24 突然不是显示不在database 而是说age restriction？所以这是已经进入cpf了吗？！
	
只能静静等候通知
—————————————————————————
25/7/24 拿到pr了",1,1721692813000,1721862419000,dd6782e2-eddf-49f8-a120-a9840c7b0c78,2
xhs的momo,,,,,,,,,1,TRUE,FALSE,FALSE,,,,,,,,2022-11-30,2024-04-30,"PR坎坷路～ 给大家分享:
我的申请时间线比较久长达17个月
大概22年11月底
中间23年10月份左右有收到补觉家庭成员，
然后我就在一个星期内补交全部资料，继续等候。
直至24年4 月底收到电邮PR通过
后面的一切手续都按流程顺利完成[偷笑R]
之前最后一次申请被拒后我有上诉，上诉法官有给我写明被拒原因，于是我在接下来的时间里按照原因的方向去努力，最终我做到了！
我只相信坚持一定会胜利的道理！
#新加坡pr申请条件[话题]# #新加坡PR[话题]# #新加坡pr申请[话题]#",1,1721891858000,1721898179000,2e9915eb-43b9-474e-a8c9-26a2e732d769,2
xhs的momo,,,4,0,0,,,,1,FALSE,FALSE,FALSE,,,,1,6,,,2023-03-01,2023-07-15,"🇸🇬新加坡pr申请成功啦！4个月上岸！🫶 不知道是不是新版以后加速了申请流程，真没想到这么快就出结果啦！
	
我的流程：
	
3月1号提交申请
7月13号刷到四条线 且不可以重新申请
7月14号刷到CPF
7月15号收到邮件说通过啦！
	
———————————————————
我的背景：
NUS博士，毕业后工作6个月申请，在学术界工资不高所以申请的时候拿的是SP，真是没想到没有EP也挺快的。
	
🫶😊🌈
希望刷到的朋友都顺顺利利拿到pr！
#新加坡[话题]# #新加坡工作[话题]# #新加坡pr[话题]# #新加坡pr申请[话题]#",1,1721010921000,1721987191000,4ad605cf-bd30-4fac-93ee-a1421b317e9e,2
xhs的momo,,,,,,,,,1,FALSE,FALSE,FALSE,,,,,,,,2024-07-04,2024-07-04,"新加坡PR通过后10天拿小蓝卡 時間線
2024/07/04 PR核准（in-principal approval的日期）
	
2024/07/07 凌晨00:04收到email通知ICA系統有更新 顯示Approved 可以下載Outcome Letter
	
2024/07/08 早上8:30去Anson Road的ATA Medical作PR的體檢（可上它們的官網先預約而且加SG$30可以當天領報告）、Bugis HDB Blk14樓下Kim Loo Photo Studio拍證件照（大推這兩家！都是10-15分鐘搞定，非常有效率且價格又實惠！謝謝小紅書這裡所有PR前輩學長姐推薦）
	
2024/07/09 睡前準備好明天去ICA要攜帶的所有文件：本科和碩士的英文畢業證書和成績單原件、英文台灣戶籍謄本原件、照片2張、以及填好所有in-principal approval letter附的表格（體檢報告正本、公司在職證明、身分證申請書、re-entry permit申請書等），連同護照和EP一起放在一個L型夾裡
	
2024/07/10 早上8:15 帶著L型夾去ICA辦理PR Formality（本來預約最早的slot要7/30了，但我不甘心要等這麼久所以7/7晚上十一點多發現有人釋出7/10早上8:15的就趕快搶了，建議大家可以半夜去重新刷預約的時段！）、進ICA大樓到出來只花15分鐘、拿到REP、CPF就是從這一天開始
	
2024/07/11 上網預約領取小藍卡的時段（PR Formality完隔天才能進系統預約，而且小藍卡作業時間要7天所以最早的時段是Formality完隔天的7天後）
	
2024/07/18 早上8:30住家旁邊的Singpost領取小藍卡，拍照按指紋核對小藍卡資訊，5分鐘內搞定。
	
強烈感受到新加坡政府的效率！也謝謝PR小紅薯學長姐們大家無私分享，讓我有疑問時都可以在這個平台可以找到許多寶貴的資訊！特此上來分享自己的經驗回饋給有需要的人，希望能幫助到大家，也祝各位申請一切順利！
#新加坡PR[话题]# #新加坡pr申请[话题]# #新加坡永久居民[话题]#",1,1721705897000,1722133034000,5c14008c-92ad-4038-875a-9c8c278c3185,2
